Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Undergrad Population,Average Cost,Average Faculty Salary,Median Debt,Average Age of Entry,Average Family Income,Median Family Income,Number of Unemployed,Mean Earnings,Median Earnings
Abilene Christian University,3,4,Private,Southwest,Mid-size City,0.4894,24,1087,3647,39811,5508,20698.5,20.22999954,86392,75873.5,130,39800,37200
Adams State University,3,4,Public,Rocky Mountains,Remote Town,0.526,20,939,2227,17759,5986,11000,24.12999916,45711.23,34243,99,33600,30700
Adelphi University,3,4,Private,Mid-Atlantic,Large Suburb,0.6814,22,1098,5000,41559,11315,21325,23.12999916,74831.68,54115,152,52200,49400
Adrian College,3,3,Private,Great Lakes,Distant Town,0.5628,22,1007,1616,40199,7453,14250,19.62999916,77959.35,71008.5,34,35000,33800
Adventist University of Health Sciences,3,4,Private,Southeast,Mid-size City,0.1336,19,884,2064,21358,6539,15236,28.70999908,58585.71,49657.5,49,52400,51800
AIB College of Business,3,3,Private,Great Plains,Mid-size City,0.6887,0,0,1007,22469,4706,13125,22.76000023,56250.95,53783,47,34900,34200
Alabama A & M University,3,4,Public,Southeast,Mid-size City,0.8989,17,823,4051,18888,7079,19500,20.62999916,40211.22,29039,221,30300,27000
Alabama State University,3,4,Public,Southeast,Mid-size City,0.5125,17,830,5354,17400,6557,15854.5,20.88999939,31846.99,24029.5,274,26400,22400
Albany College of Pharmacy and Health Sciences,3,4,Private,Mid-Atlantic,Small City,0.634,27,1195,1075,40718,8530,24930.5,21.05999947,87171.28,80225,9,110300,125600
Albany State University,3,4,Public,Southeast,Small City,0.1992,19,887,3566,19025,5607,24500,22.45999908,40236.45,29794,106,30700,27900
Albertus Magnus College,3,4,Private,New England,Mid-size City,0.6821,0,830,1278,41520,7601,26313,29.63999939,61019.77,50062.5,67,52700,48900
Albion College,3,3,Private,Great Lakes,Fringe Town,0.5639,25,1143,1284,45690,6969,22500,19.20999908,95788.54,85027.5,28,46500,40800
Albright College,3,4,Private,Mid-Atlantic,Small City,0.6231,23,1033,2333,46170,6340,24562.5,23.62999916,75540.42,66577.5,55,44900,41700
Alcorn State University,3,4,Public,Southeast,Remote Rural,0.8291,18,851,3157,20330,6431,19696.5,22.82999992,30021.21,21250,110,29600,26200
Alderson Broaddus University,3,4,Private,Southeast,Distant Town,0.4321,22,989,1032,33057,4924,9500,21.69000053,55945.87,48013,36,45100,43500
Alfred University,3,4,Private,Mid-Atlantic,Remote Town,0.698,25,1106,1905,38830,6408,21500,19.87999916,78026.36,69334,66,39800,35400
Allegheny College,3,3,Private,Mid-Atlantic,Distant Town,0.6487,26,1182,2126,50044,8108,27000,19.40999985,95883.88,85933,46,46000,42200
Alma College,3,3,Private,Great Lakes,Distant Town,0.6791,25,1100,1385,43157,7256,21500,19.51000023,86192.91,74312,23,40800,38000
Alvernia University,3,4,Private,Mid-Atlantic,Small City,0.7762,20,976,2169,39999,6152,22500,25.30999947,64848.34,53135,94,41200,40400
Alverno College,3,4,Private,Great Lakes,Large City,0.7887,20,950,1833,30496,5550,25500,24.29000092,52454.06,38705,77,36700,34500
American International College,3,4,Private,New England,Mid-size City,0.6779,19,885,1513,40803,5700,20726,22.63999939,60826.01,49259,58,40000,36100
American University,3,4,Private,Mid-Atlantic,Large City,0.4312,28,1258,6829,55159,11074,19500,20.04999924,105560.77,86431,153,55900,51600
Amherst College,3,3,Private,New England,Large Suburb,0.1428,32,1434,1785,59060,11690,10453,19.32999992,107166.93,85922,23,71100,54000
Anderson University,3,4,Private,Great Lakes,Small City,0.5545,23,1053,1862,37937,6395,23000,21.51000023,78026.29,72723,95,36800,33400
Anderson University,3,4,Private,Southeast,Small City,0.6502,24,1079,2381,35340,6409,19500,22.20000076,68927.17,58707.5,57,35200,32600
Andrews University,3,4,Private,Great Lakes,Fringe Town,0.3751,23,1070,1765,33653,4961,23000,21.67000008,60803.03,53737,76,38900,33400
Angelo State University,3,4,Public,Southwest,Small City,0.8049,21,965,5430,19511,6867,11773,21.37999916,53847.09,43559,156,37800,34500
Anna Maria College,3,4,Private,New England,Fringe Rural,0.7756,0,0,1135,42770,3553,18125,21.17000008,73629.92,67437,23,39400,36000
Appalachian State University,3,4,Public,Southeast,Distant Town,0.6323,26,1156,15840,17780,7657,15635,20.68000031,78640.38,69100,262,36100,33600
Aquinas College,3,4,Private,Great Lakes,Mid-size City,0.7135,24,1090,1843,34593,5972,19474,21.71999931,76310.3,72085,54,35200,31200
Arcadia University,3,4,Private,Mid-Atlantic,Large Suburb,0.5969,25,1095,2400,48907,7962,22000,20.35000038,83924.41,76319,81,41100,38100
Arizona State University-Downtown Phoenix,3,4,Public,Southwest,Large City,0.757,24,1085,8555,22909,8746,16250,0,0,0,0,0,0
Arizona State University-Polytechnic,3,4,Public,Southwest,Large City,0.7479,24,1106,3305,21256,8042,16250,22.55999947,63334.02,43477,0,0,0
Arizona State University-Tempe,3,4,Public,Southwest,Mid-size City,0.8023,25,1145,38480,21960,10405,16250,22.55999947,63334.02,43477,1444,46000,41200
Arizona State University-West,3,4,Public,Southwest,Large City,0.759,23,1073,3243,20269,8293,16250,22.55999947,63334.02,43477,0,0,0
Arkansas State University-Main Campus,3,4,Public,Southeast,Small City,0.7551,24,1088,9325,18809,6957,13300,23.97999954,38618.99,27550,704,32300,29100
Arkansas Tech University,3,4,Public,Southeast,Remote Town,0.8503,22,1008,8734,16126,6096,10043,23.04999924,42912.59,31932,368,33700,30600
Armstrong Atlantic State University,3,4,Public,Southeast,Mid-size City,0.6998,21,997,6206,19802,5620,12750,24.45000076,48128.12,34921,252,39200,36300
Art Center College of Design,3,4,Private,Far West,Mid-size City,0.8167,0,0,1742,56400,6826,31000,23.54000092,55123.2,28815,117,52800,48400
Asbury University,3,4,Private,Southeast,Fringe Town,0.6573,24,1110,1392,33966,5924,20325,21.25,75367.79,68034.5,48,33000,30200
Ashland University,3,4,Private,Great Lakes,Fringe Town,0.7438,23,1043,3118,40835,6922,21500,23.05999947,71763.3,63187.5,129,37100,36300
Assumption College,3,4,Private,New England,Mid-size City,0.7422,0,0,2181,46763,7852,24931,19.63999939,113725.25,103026,35,50300,47900
Auburn University,3,4,Public,Southeast,Small City,0.8274,27,1215,19761,23788,9429,18250,20.32999992,88745.91,71775.5,345,47100,41800
Auburn University at Montgomery,3,4,Public,Southeast,Mid-size City,0.8371,21,970,4322,16556,7173,10750,23.43000031,40107.7,27378,179,35300,32400
Augsburg College,3,4,Private,Great Plains,Large City,0.6086,23,1053,2661,42531,6868,23000,24.37999916,74730.25,60818,67,45400,41300
Augustana College,3,4,Private,Great Plains,Mid-size City,0.6809,24,1105,1615,36828,6488,25249,20.07999992,87730.97,76993.5,32,41800,38200
Augustana College,3,3,Private,Great Lakes,Small City,0.5867,0,0,2504,45364,7186,25000,19.67000008,99764.5,88060,23,46900,42800
Aurora University,3,4,Private,Great Lakes,Large Suburb,0.7595,22,1011,3236,31145,7064,15000,22.20000076,69996.76,61464,71,38100,36600
Austin College,3,4,Private,Southwest,Small City,0.5861,25,1181,1206,45800,7605,23000,19.64999962,96751.26,83025,33,45500,41000
Austin Peay State University,3,4,Public,Southeast,Mid-size City,0.8595,22,1009,9271,18852,6879,15000,24.46999931,41615.23,30942,375,34000,31700
Avila University,3,4,Private,Great Plains,Large City,0.6108,22,1028,1336,34898,6747,18750,23.76000023,67407.58,53028,55,42300,39500
Azusa Pacific University,3,4,Private,Far West,Large Suburb,0.7985,24,1098,6543,44021,9231,19000,24.51000023,87044.35,72335.5,213,49200,45800
Babson College,3,4,Private,New England,Large Suburb,0.2821,28,1258,2106,58450,14952,27000,20.28000069,104940.77,80987,50,83200,74700
Baker University,3,4,Private,Great Plains,Fringe Town,0.869,24,1086,1759,37485,5758,21353,26.76000023,71428.09,60418,61,50600,45500
Baldwin Wallace University,3,4,Private,Great Lakes,Large Suburb,0.6396,24,1096,3331,37504,7418,24000,21.38999939,79087.32,74030,69,43700,39900
Ball State University,3,4,Public,Great Lakes,Small City,0.6054,22,1053,15985,21101,7305,18686,20.55999947,78230.63,73544,388,37800,35800
Baptist Memorial College of Health Sciences,3,3,Private,Southeast,Large City,0.463,25,1125,1101,19745,6442,21000,25.35000038,54231.6,41376,34,50700,50100
Bard College,3,4,Private,Mid-Atlantic,Fringe Town,0.3761,0,0,1957,60280,10804,20476,19.72999954,104078.1,86752.5,56,34000,29400
Barnard College,3,3,Private,Mid-Atlantic,Large City,0.2053,30,1340,2486,59581,11888,16000,19.23999977,105139.12,77701,29,55100,46900
Barry University,3,4,Private,Southeast,Large Suburb,0.4678,19,930,4284,41019,7696,21500,27.72999954,53233.76,37767.5,277,46200,42200
Barton College,3,4,Private,Southeast,Fringe Town,0.4177,20,939,1043,37437,5838,21500,24.12999916,59406.39,43763.5,45,35500,33800
Bates College,3,3,Private,New England,Small City,0.2417,0,0,1791,59285,10374,16425,19.54999924,118325.02,106531,16,57900,47600
Bay Path College,3,4,Private,New England,Large Suburb,0.576,20,964,1454,40447,7754,18065,27.28000069,57186.55,45278,64,39800,37500
Bayamon Central University,3,4,Private,Outlying Areas,Large Suburb,0.7368,0,0,1654,11573,2630,5500,23.46999931,16277.49,12591,466,18600,17400
Baylor University,3,4,Private,Southwest,Mid-size City,0.5747,27,1215,13221,51086,8793,21000,19.79999924,93014.48,72163,200,47700,43700
Becker College,3,3,Private,New England,Mid-size City,0.6255,22,1006,1871,44041,7308,15750,24.10000038,65321.14,54112,46,40800,36300
Belhaven University,3,4,Private,Southeast,Mid-size City,0.4842,22,1033,2487,33375,4327,19500,29.38999939,50301.32,36084,93,36900,33100
Bellarmine University,3,4,Private,Southeast,Large City,0.9478,25,1116,2508,47609,7580,19500,22.22999954,79655.05,68519,44,45800,42700
Belmont Abbey College,3,3,Private,Southeast,Mid-size Suburb,0.6759,21,977,1634,39328,4524,18500,25.79000092,71640.74,55427,32,36300,33300
Belmont University,3,4,Private,Southeast,Large City,0.7987,27,1193,5465,41450,8450,19173,21.15999985,98697.97,83588,84,42100,37600
Beloit College,3,3,Private,Great Lakes,Small City,0.6769,27,1227,1244,48236,7161,23231.5,19.71999931,99694.61,90105,37,38800,33300
Bemidji State University,3,4,Public,Great Plains,Remote Town,0.6678,21,990,4397,18166,7669,13500,23.07999992,63423.26,53717,131,37600,35100
Benedictine College,3,4,Private,Great Plains,Distant Town,0.6057,25,1145,1750,36805,6165,19500,20.07999992,89380.43,79145.5,48,36600,35000
Benedictine University,3,4,Private,Great Lakes,Large Suburb,0.695,22,1030,3739,35481,7686,17188,24.95000076,65286.83,53068,80,46900,43400
Bentley University,3,4,Private,New England,Small City,0.4379,28,1234,4172,54806,12158,26000,19.65999985,105823.11,93494,66,71600,69000
Berea College,3,3,Private,Southeast,Distant Town,0.3401,24,1113,1587,30396,7357,5496.5,20.04999924,30776.75,29786.5,55,31200,29700
Berklee College of Music,3,3,Private,New England,Large City,0.3617,0,0,4402,56335,9480,21046,20.79000092,94505.71,79421,182,31400,26200
Berry College,3,4,Private,Southeast,Small Suburb,0.6032,27,1186,2122,40965,7060,15750,19.71999931,84014.55,71090,46,36800,34600
Bethel College-Indiana,3,4,Private,Great Lakes,Small City,0.7158,24,1047,1579,33617,5506,18275,25.73999977,62249.48,54043,77,36400,33200
Bethel University,3,4,Private,Great Plains,Large Suburb,0.9485,25,1144,3178,42692,7577,20500,22.48999977,96452.1,82520,77,45700,41100
Bethel University,3,4,Private,Southeast,Distant Town,0.5103,20,930,5063,26864,3935,14531,29.09000015,46908.56,37640.5,87,39300,35200
Bethune-Cookman University,3,4,Private,Southeast,Small City,0.666,17,812,3723,27017,5838,18750,20.20000076,40392.46,31109,135,27000,23500
Biola University,3,4,Private,Far West,Large Suburb,0.7286,25,1123,4324,44573,8924,19688,22.20999908,87464.81,71594,167,43000,37600
Birmingham Southern College,3,3,Private,Southeast,Mid-size City,0.6422,26,1177,1181,44512,7513,21500,19.62000084,106237.94,89942.5,27,41500,38200
Black Hills State University,3,4,Public,Great Plains,Distant Town,0.8924,21,993,3156,15906,6666,13575,22.42000008,54778.12,45782.5,161,34700,31700
Bloomfield College,3,4,Private,Mid-Atlantic,Large Suburb,0.5464,0,835,1906,38858,7807,18500,24.31999969,42126.74,32407,119,36800,33600
Bloomsburg University of Pennsylvania,3,4,Public,Mid-Atlantic,Small City,0.8856,21,990,9245,21732,8655,18750,20.23999977,77200.99,72266.5,194,41700,39500
Bluefield State College,3,3,Public,Southeast,Remote Town,0.4267,19,905,1708,14940,6170,13000,25.86000061,29473.67,21135,394,30500,25700
Boise State University,3,4,Public,Rocky Mountains,Mid-size City,0.7766,23,1050,16557,18227,6905,16309,24.61000061,45640.12,33780.5,794,37100,33000
Boston College,3,4,Private,New England,Small City,0.3222,32,1375,9465,58639,13355,19000,20.60000038,103787.15,81102,186,78700,61800
Boston University,3,4,Private,New England,Large City,0.4561,28,1279,16460,59036,12360,25500,19.95000076,106244,91507,334,60000,53600
Bowdoin College,3,3,Private,New England,Fringe Town,0.1495,32,1423,1789,58200,10803,18000,19.26000023,111449.46,89780.5,20,63000,48600
Bowie State University,3,4,Public,Mid-Atlantic,Large Suburb,0.5176,19,886,4313,18581,7393,16500,21.25,57366.51,45228,110,45300,42600
Bowling Green State University-Main Campus,3,4,Public,Great Lakes,Fringe Town,0.7247,22,1009,14161,22416,7669,17500,20.81999969,75338.2,70038,383,38000,35500
Bradley University,3,4,Private,Great Lakes,Mid-size City,0.6694,26,1163,4823,40330,8424,23677,20.15999985,93987.58,85839,117,49700,45000
Brandeis University,3,4,Private,New England,Small City,0.3704,30,1347,3603,58850,11328,26000,19.48999977,113024.02,97995,64,54600,47400
Brenau University,3,4,Private,Southeast,Small City,0.7829,20,957,1683,34107,6737,18638,28.21999931,52547.48,40713,58,40600,38100
Bridgewater College,3,3,Private,Southeast,Small Suburb,0.5493,23,1033,1822,41180,6211,19500,19.45000076,91813.53,82400,41,38900,37500
Bridgewater State University,3,4,Public,New England,Large Suburb,0.786,22,991,9489,19303,8315,19250,21.04000092,77015.48,72560,179,40000,39100
Brigham Young University-Hawaii,3,4,Private,Far West,Fringe Town,0.3604,24,1081,2664,14544,8794,5780,22.23999977,39733.27,22339,141,41400,34100
Brigham Young University-Idaho,3,3,Private,Rocky Mountains,Distant Town,0.9963,23,1036,20208,10438,8206,7725,21.27000046,48558.75,31581,1481,39300,33800
Brigham Young University-Provo,3,4,Private,Rocky Mountains,Mid-size City,0.4942,29,1277,27765,17174,9649,9260.5,21.70000076,42156.62,20347,2217,55500,47400
Brown University,3,4,Private,New England,Mid-size City,0.0918,32,1425,6182,58140,13381,15164,19.78000069,103616.9,84559,94,70400,54400
Bryan College-Dayton,3,4,Private,Southeast,Distant Town,0.3762,23,1053,1209,29489,4166,9722,25.87000084,62141.47,55458.5,39,37800,35400
Bryant University,3,4,Private,New England,Large Suburb,0.7655,25,1137,3263,50858,12905,26706,19.52000046,112373.37,104089,54,59700,57800
Bryn Mawr College,3,4,Private,Mid-Atlantic,Large Suburb,0.3992,30,1334,1316,57586,9775,22650,20.48999977,91611.46,70896,44,48200,46800
Bucknell University,3,4,Private,Mid-Atlantic,Distant Town,0.2951,30,1306,3498,59090,10168,25000,19.42000008,121378.65,102976,31,62200,54800
Buena Vista University,3,4,Private,Great Plains,Remote Town,0.6955,23,1050,2125,39011,6736,17879,24.87999916,53455.6,47120.5,96,37700,36100
Buffalo State SUNY,3,4,Public,Mid-Atlantic,Large City,0.4853,0,975,9190,18088,7444,15895.5,22.25,57184.5,45557,335,36300,34300
Butler University,3,4,Private,Great Lakes,Large City,0.661,28,1212,3998,47010,7980,25000,20.09000015,109689.19,99069,46,62400,50700
Cabrini College,3,4,Private,Mid-Atlantic,Large Suburb,0.7428,20,896,1286,43541,7005,14875,20.44000053,96777.59,91613,63,41700,38600
Caldwell College,3,4,Private,Mid-Atlantic,Large Suburb,0.6408,21,949,1570,38223,7944,19125,24.46999931,66402.37,50740,48,42800,38400
California Baptist University,3,4,Private,Far West,Large City,0.788,21,984,5797,39026,8355,19500,23.86000061,75462.81,63947,139,41500,36600
California College of the Arts,3,4,Private,Far West,Large City,0.8157,0,0,1463,53837,8347,24500,23.02000046,63904.48,37618,100,36700,30900
California Lutheran University,3,4,Private,Far West,Mid-size City,0.4802,24,1108,2882,48630,9597,19500,21.72999954,95022.25,76461,59,48100,44300
California Maritime Academy,3,4,Public,Far West,Mid-size City,0.748,24,1080,1044,22223,8259,21500,21.60000038,74171.52,60317.5,16,77100,74300
California Polytechnic State University-San Luis Obispo,3,4,Public,Far West,Small Suburb,0.3123,28,1242,18664,23867,8675,17500,20.39999962,86747.55,72114,261,60000,55400
California State Polytechnic University-Pomona,3,4,Public,Far West,Large Suburb,0.5218,23,1070,20857,19402,9101,15703.5,21.73999977,46768.74,30962,433,48100,45000
California State University-Bakersfield,3,4,Public,Far West,Large City,0.6626,19,901,7226,18061,8122,11000,24.39999962,38023.07,28069.5,291,43800,42300
California State University-Channel Islands,3,4,Public,Far West,Mid-size Suburb,0.6443,20,954,4950,22570,8434,12500,24.85000038,51655.42,32103,16,38100,35800
California State University-Chico,3,4,Public,Far West,Small City,0.7161,22,1014,15106,22926,8370,14889.5,22.29000092,58551.47,37864,414,45900,41100
California State University-Dominguez Hills,3,4,Public,Far West,Small City,0.5747,17,845,11894,12957,8202,14191,25.52000046,33355.93,25199.5,324,42500,39100
California State University-East Bay,3,4,Public,Far West,Mid-size City,0.6872,19,910,12079,20676,8804,12500,24.81999969,36865.24,22898,329,48400,45800
California State University-Fresno,3,4,Public,Far West,Large City,0.5815,19,920,19911,16377,8027,14500,22.36000061,40758.26,28781,537,40700,38100
California State University-Fullerton,3,4,Public,Far West,Large Suburb,0.4579,22,1021,33000,16663,8521,12900.5,22.60000038,46741.81,31500,795,43800,40500
California State University-Long Beach,3,4,Public,Far West,Large City,0.3082,21,1012,30440,18085,8671,14494,22.19000053,45976.99,30725,680,45300,42400
California State University-Los Angeles,3,4,Public,Far West,Large City,0.6752,18,871,19525,14747,8767,12000.5,24.20999908,27649.23,20015,591,42200,39400
California State University-Monterey Bay,3,4,Public,Far West,Mid-size Suburb,0.444,21,976,5153,18479,7478,13750,24.19000053,56504.19,38387,149,39300,37100
California State University-Northridge,3,4,Public,Far West,Large City,0.4624,19,918,33581,20899,8395,12500,22.63999939,39205.28,27373,968,41900,38300
California State University-Sacramento,3,4,Public,Far West,Large City,0.6968,20,945,25991,19380,8364,15000,23.13999939,43423.41,28449,772,45200,42700
California State University-San Bernardino,3,4,Public,Far West,Mid-size City,0.5831,18,888,15887,17030,8558,16431,24.04000092,40191.82,28986.5,552,42300,40600
California State University-San Marcos,3,4,Public,Far West,Large Suburb,0.6251,21,966,10689,20386,8357,14000,23.78000069,49340.92,31166,271,43600,40500
California State University-Stanislaus,3,4,Public,Far West,Small Suburb,0.7215,19,917,7751,17161,8072,14000,23.64999962,43469.3,31658.5,254,40100,38500
California University of Pennsylvania,3,4,Public,Mid-Atlantic,Small Suburb,0.9269,19,964,6393,23081,9416,19168,21.72999954,66158.08,60595,222,37600,35200
Calvin College,3,4,Private,Great Lakes,Mid-size City,0.6975,26,1183,3895,39013,7208,22500,19.65999985,97807.66,93258,114,41100,38100
Campbell University,3,4,Private,Southeast,Fringe Town,0.6983,22,1030,4463,40323,7536,17000,22.78000069,63502.94,50771,150,51400,41000
Campbellsville University,3,4,Private,Southeast,Remote Town,0.6844,21,985,2213,31545,5692,12000,22.56999969,53677.57,45765,58,31000,29800
Canisius College,3,4,Private,Mid-Atlantic,Large City,0.7251,25,1101,2858,42796,7530,20000,19.70000076,82047.93,78118,75,43500,40800
Capital University,3,4,Private,Great Lakes,Large Suburb,0.7604,24,1102,2647,42600,8743,21500,22.45000076,73395.86,64146.5,104,42300,39800
Cardinal Stritch University,3,4,Private,Great Lakes,Large Suburb,0.8423,22,1027,2680,37563,6163,24583,30.53000069,58949.97,48144.5,93,50200,45400
Carleton College,3,3,Private,Great Plains,Distant Town,0.2095,31,1406,2023,58275,10669,16644,19.39999962,104347.16,91175.5,23,52600,42700
Carlow University,3,4,Private,Mid-Atlantic,Large City,0.9522,20,946,1496,35640,6870,21500,25.06999969,57010.98,47364,83,39200,35500
Carnegie Mellon University,3,4,Private,Mid-Atlantic,Large City,0.2549,32,1432,5834,59710,11055,23000,19.82999992,103727.25,90107.5,113,90200,72200
Carroll College,3,3,Private,Rocky Mountains,Remote Town,0.53,24,1112,1376,38575,6312,21500,20.64999962,79554.2,68497,36,41400,37800
Carroll University,3,4,Private,Great Lakes,Small City,0.8114,24,1090,3024,37963,6653,19500,20.93000031,80731.12,76166.5,80,40700,38300
Carson-Newman University,3,4,Private,Southeast,Small Suburb,0.6657,23,1064,1688,32446,5577,15505,20.92000008,61406.98,52873,71,36300,32900
Carthage College,3,4,Private,Great Lakes,Mid-size Suburb,0.7018,24,1105,2874,44910,7638,20750,21.07999992,95747.7,89579,61,43400,40700
Case Western Reserve University,3,4,Private,Great Lakes,Large City,0.4188,31,1377,4551,55783,10272,22500,21.94000053,72928.28,57740,102,74300,61800
Castleton State College,3,4,Public,New England,Distant Town,0.9205,20,954,2022,20799,6175,18625,21.05999947,76421.19,69241,57,33300,31200
Catawba College,3,4,Private,Southeast,Mid-size Suburb,0.4058,0,985,1273,37818,6342,16500,23.04999924,74358.57,61774,63,37000,34400
Catholic University of America,3,4,Private,Mid-Atlantic,Large City,0.6007,25,1118,3641,54023,9565,22000,21.21999931,120106.07,106352,71,51100,48900
Cazenovia College,3,3,Private,Mid-Atlantic,Fringe Town,0.7795,0,0,1031,41576,6671,15250,20.18000031,66686.68,54278,52,32900,30800
Cedar Crest College,3,4,Private,Mid-Atlantic,Mid-size City,0.588,21,948,1252,41240,7031,23250,24.94000053,63707.67,53743.5,56,44900,42500
Cedarville University,3,4,Private,Great Lakes,Fringe Town,0.7401,27,1195,3108,33652,6831,19500,19.62999916,90859.17,83099,84,39400,36000
Centenary College,3,4,Private,Mid-Atlantic,Large Suburb,0.9094,21,956,1708,44586,6656,19837.5,25.38999939,80140.31,64948,56,44100,38300
Central College,3,3,Private,Great Plains,Distant Town,0.658,24,1089,1303,43491,6790,27000,19.61000061,89009.31,77865,33,40300,39200
Central Connecticut State University,3,4,Public,New England,Large Suburb,0.6413,22,1006,9512,20372,8513,16852.5,21.22999954,74112.94,66799.5,183,43000,41200
Central Methodist University-College of Liberal Arts and Sciences,3,3,Private,Great Plains,Distant Town,0.6506,22,1006,1104,32000,5697,12580,24.29000092,55714.2,44654,49,34900,31500
Central Michigan University,3,4,Public,Great Lakes,Distant Town,0.6304,22,1029,20070,21523,8603,21721.5,21,77212.89,70233.5,401,39200,36100
Central State University,3,4,Public,Great Lakes,Fringe Rural,0.3328,17,825,2028,17380,6423,17411,20.56999969,34544.86,25877,91,23200,20500
Central Washington University,3,4,Public,Far West,Distant Town,0.8216,21,986,9958,21401,7306,15916,22.47999954,64896.89,55180,317,42600,40300
Centre College,3,3,Private,Southeast,Distant Town,0.6857,29,1268,1372,46400,6951,21450,19.37000084,103884.41,90526,14,42100,35800
Chaminade University of Honolulu,3,4,Private,Far West,Large City,0.8359,21,972,1864,30801,8006,15969.5,23.90999985,53188.8,35422,127,37700,37600
Champlain College,3,4,Private,New England,Small City,0.7079,25,1122,2851,44636,7305,21500,21.89999962,90632.33,80415,65,41100,37900
Chapman University,3,4,Private,Far West,Mid-size City,0.4471,27,1208,5940,57020,11095,19000,27.71999931,71813.4,53889,363,49800,48000
Charleston Southern University,3,4,Private,Southeast,Small City,0.6887,21,973,2904,33245,6087,15750,21.93000031,57372.21,44120.5,144,35900,32400
Chestnut Hill College,3,4,Private,Mid-Atlantic,Large City,0.5785,21,960,1510,42663,6218,23500,25.34000015,60225.69,44204,53,40300,39200
Chicago State University,3,4,Public,Great Lakes,Large City,0.2865,19,892,4321,18472,7512,20862.5,26.42000008,25960.58,19349,238,34700,31200
Chowan University,3,4,Private,Southeast,Distant Town,0.6154,16,777,1361,32188,6164,9500,20.60000038,53764.13,41295,48,31500,29400
Christian Brothers University,3,4,Private,Southeast,Large City,0.4745,24,1105,1156,34413,5988,20600,23.37999916,59020.1,41418,32,43900,41800
Christopher Newport University,3,4,Public,Southeast,Mid-size City,0.5902,26,1161,5083,24696,7705,19736.5,19.70999908,100542.29,95158,109,41900,39800
Citadel Military College of South Carolina,3,4,Public,Southeast,Mid-size City,0.8041,23,1080,2660,24827,8115,19500,20.09000015,94258.6,83389,32,50500,46400
Claflin University,3,4,Private,Southeast,Distant Town,0.526,18,873,1803,29849,6217,22055,22.95999908,35924.15,27154,75,27800,25000
Claremont McKenna College,3,4,Private,Far West,Large Suburb,0.1173,31,1397,1311,60065,9388,12086,19.54000092,112417.66,88986.5,18,70800,55600
Clarion University of Pennsylvania,3,4,Public,Mid-Atlantic,Remote Town,0.9348,0,915,5046,20478,9448,19000,21.40999985,62100.44,57055.5,208,35200,33100
Clark Atlanta University,3,4,Private,Southeast,Large City,0.568,19,880,2629,34201,6418,20000,19.92000008,55844.37,41956,166,32700,29800
Clark University,3,4,Private,New England,Mid-size City,0.6154,0,0,2312,47248,9630,23000,20.62000084,88024.49,75720.5,46,41500,38800
Clarkson University,3,4,Private,Mid-Atlantic,Remote Town,0.6403,26,1187,3060,54772,10138,24187,19.55999947,89280.81,82272,63,61900,62400
Clayton State University,3,4,Public,Southeast,Large Suburb,0.477,20,939,6445,17487,6019,18997,26.22999954,40773.94,30868,248,37600,34900
Clemson University,3,4,Public,Southeast,Large Suburb,0.5787,29,1259,16801,27944,9907,20008,20.06999969,97916.93,87306,192,48500,43500
Cleveland State University,3,4,Public,Great Lakes,Large City,0.6287,22,1030,11484,22041,8624,16500,24.70999908,43936.8,31001,446,39900,36900
Coastal Carolina University,3,4,Public,Southeast,Small City,0.7404,21,993,8570,21601,7130,14750,20.55999947,79662.53,67086.5,153,35900,32500
Coe College,3,4,Private,Great Plains,Mid-size City,0.6171,26,1166,1355,45387,7662,21875,20.40999985,81256.19,75314,15,43200,40300
Coker College,3,3,Private,Southeast,Distant Town,0.5326,20,956,1131,32029,6032,20850,26.79999924,50898.45,34833,76,32500,30400
Colby College,3,3,Private,New England,Remote Town,0.2604,30,1343,1820,57300,11329,18500,19.38999939,124510.95,104003,23,57000,45700
Colby-Sawyer College,3,3,Private,New England,Distant Rural,0.8312,0,0,1395,50644,6825,21780,19.59000015,98809.94,90572,16,39000,35600
Colgate University,3,4,Private,Mid-Atlantic,Distant Town,0.2638,31,1370,2872,57745,10985,15062.5,19.29000092,110016.68,91654,37,61700,53400
College for Creative Studies,3,4,Private,Great Lakes,Large City,0.486,22,1010,1352,46095,6882,24000,21.35000038,79319.28,65746,69,39700,33200
College of Charleston,3,4,Public,Southeast,Mid-size City,0.7031,26,1165,10150,25086,7747,17000,20.57999992,90152.6,71255,212,39700,35800
College of Mount Saint Vincent,3,4,Private,Mid-Atlantic,Large City,0.731,20,919,1635,37738,8049,25000,20.77000046,70753.34,53055.5,62,50000,46500
College of Mount St Joseph,3,4,Private,Great Lakes,Large Suburb,0.8755,22,989,1655,31989,6401,22062.5,23.04000092,70365.07,62912,48,39600,37500
College of Our Lady of the Elms,3,4,Private,New England,Large Suburb,0.7492,19,928,1308,40802,6340,22160.5,23.69000053,71994.52,71106.5,34,42900,41300
College of Saint Benedict,3,3,Private,Great Plains,Mid-size Suburb,0.7554,26,1157,2051,47734,8036,23250,19.45000076,105916,94964,23,47700,45200
College of Staten Island CUNY,3,4,Public,Mid-Atlantic,Large City,0.9975,0,1000,12974,14298,7198,9000,22.35000038,40286.29,27650,495,40400,35200
